cas,chemical_name,phase4_status,phase4_reason,merge_cluster_id,representative_cas,true_cameo_groups,group_names,in_426,in_259,n_gold_queries,n_queries_dropped_from_259,hit_rate_10_426,mean_rank_426,mrr_426,R_tier,E_score,has_own_s10_evidence,has_own_s2_content,C_scarce_in_259,scarce_groups_259,D_cluster_total_size,S_data_available,safety_flag,phase6_status,phase6_reason,scenario_selection_only,scenario_selection_plus_retrieval,scenario_retrieval_heavy,scenario_coverage_heavy,scenario_stable,scenario_retain_count
7789-29-9,POTASSIUM BIFLUORIDE,MERGE_REDUNDANT,"대표물질 1333-83-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((29, 60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC033_g29-60-68,1333-83-1,29;60;68,"Fluoride Salts, Soluble;Salts, Acidic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,3,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.57,0.545,0.45,0.3,False,2
13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",MERGE_REDUNDANT,"대표물질 13774-25-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((65, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC034_g65-68,13774-25-9,65;68,Sulfite and Thiosulfate Salts;Water and Aqueous Solutions,True,False,0,0,,,,NO_DATA,1,True,False,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.36,0.43,0.39,0.24,True,0
7631-90-5,SODIUM BISULFITE,MERGE_REDUNDANT,"대표물질 13774-25-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((65, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC034_g65-68,13774-25-9,65;68,Sulfite and Thiosulfate Salts;Water and Aqueous Solutions,True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7773-03-7,POTASSIUM BISULFITE SOLUTION,MERGE_REDUNDANT,"대표물질 13774-25-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((65, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC034_g65-68,13774-25-9,65;68,Sulfite and Thiosulfate Salts;Water and Aqueous Solutions,True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
14708-14-6,NICKEL FLUOROBORATE,MERGE_REDUNDANT,"대표물질 13814-96-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((47, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC035_g47-68,13814-96-5,47;68,Non-Redox-Active Inorganic Compounds;Water and Aqueous Solutions,True,False,0,0,,,,NO_DATA,2,True,True,False,,3,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.57,0.545,0.45,0.3,False,2
38465-60-0,COPPER FLUOROBORATE,MERGE_REDUNDANT,"대표물질 13814-96-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((47, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC035_g47-68,13814-96-5,47;68,Non-Redox-Active Inorganic Compounds;Water and Aqueous Solutions,True,False,0,0,,,,NO_DATA,2,True,True,False,,3,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.57,0.545,0.45,0.3,False,2
151-50-8,POTASSIUM CYANIDE,MERGE_REDUNDANT,"대표물질 143-33-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((19, 24, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC036_g19-24-68,143-33-9,19;24;68,"Bases, Weak;Cyanides, Inorganic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
16961-83-4,FLUOROSILICIC ACID,MERGE_REDUNDANT,"대표물질 16940-81-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((3, 29, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC037_g3-29-68,16940-81-1,3;29;68,"Acids, Strong Non-oxidizing;Fluoride Salts, Soluble;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
3025-88-5,"2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER",MERGE_REDUNDANT,"대표물질 110-22-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((53, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC038_g53-68,110-22-5,53;68,"Peroxides, Organic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
7783-18-8,AMMONIUM THIOSULFATE,MERGE_REDUNDANT,"대표물질 10192-30-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((60, 65, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC039_g60-65-68,10192-30-0,60;65;68,"Salts, Acidic;Sulfite and Thiosulfate Salts;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
7788-97-8,"CHROMIC FLUORIDE, SOLID",MERGE_REDUNDANT,"대표물질 7681-49-4(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((61, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC040_g61-68,7681-49-4,61;68,"Salts, Basic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
78-18-2,1-HYDROXY-1&#39;-HYDROPEROXY DICYCLOHEXYL PEROXIDE,MERGE_REDUNDANT,"대표물질 12262-58-7(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((1, 8, 53, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC041_g1-8-53-68,12262-58-7,1;8;53;68,"Acetals, Ketals, Hemiacetals, and Hemiketals;Alcohols and Polyols;Peroxides, Organic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,True,1,2,True,NOT_CHECKED,RETAIN_COVERAGE,259 기준 재계산 시 소속 그룹(1)이 신규로 대표물질 <=2종(누적 제거 효과) — 개별판단이 놓친 부분,0.98,0.76,0.56,0.91,True,4
