cas_number,chemical_name,wave,original_candidate_source,selection_source,selection_reason,selection_evidence,csv_assigned_group_id,true_cameo_groups,risk_relation,section10_categories,coverage_role,pubchem_verified,safety_flag,in_eval_testset,collection_status,selection_status
100-57-2,PHENYLMERCURIC HYDROXIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::100-57-2::101-27-9::t0;gold_pair.jsonl:pair::100-57-2::101-27-9::t1;gold_pair.jsonl:pair::100-57-2::101-27-9::t2,18,18;49,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
11138-49-1,"SODIUM ALUMINATE, SOLUTION",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-27-9::11138-49-1::t0;gold_pair.jsonl:pair::101-27-9::11138-49-1::t1;gold_pair.jsonl:pair::101-27-9::11138-49-1::t2,18,18;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
12030-88-5,POTASSIUM SUPEROXIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::12030-88-5::1317-65-3::t0;gold_pair.jsonl:pair::12030-88-5::1317-65-3::t1;gold_pair.jsonl:pair::12030-88-5::1317-65-3::t2,18,18;50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
12031-80-0,LITHIUM PEROXIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_retrieval.jsonl:ans::I16::12031-80-0;gold_retrieval.jsonl:ans::J08::12031-80-0;gold_abstain.jsonl:no_::I20::12031-80-0,18,18;50,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1336-21-6,AMMONIUM HYDROXIDE,wave1,curated_curriculum,curriculum,커리큘럼 실사용 근거: 일반화학 / 착물형성/완충,01_collection/build_undergrad_target_list.py CURATED_LIST | evaluation_data:gold_pair.jsonl:pair::1024-57-3::1336-21-6::t0;gold_pair.jsonl:pair::1024-57-3::1336-21-6::t1;gold_pair.jsonl:pair::1024-57-3::1336-21-6::t2,19,19;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_MANDATORY
12124-99-1,"AMMONIUM HYDROSULFIDE, SOLUTION",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::12057-74-8::12124-99-1::t0;gold_pair.jsonl:pair::12057-74-8::12124-99-1::t1;gold_pair.jsonl:pair::12057-74-8::12124-99-1::t2,19,18;19;63;68,water,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1305-62-0,CALCIUM HYDROXIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::1191-80-6::1305-62-0::t0;gold_pair.jsonl:pair::1191-80-6::1305-62-0::t1;gold_pair.jsonl:pair::1191-80-6::1305-62-0::t2,19,19,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1310-61-8,POTASSIUM HYDROSULFIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-20-2::1310-61-8::t0;gold_pair.jsonl:pair::101-20-2::1310-61-8::t1;gold_pair.jsonl:pair::101-20-2::1310-61-8::t2,19,19;63,,water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1313-82-2,"SODIUM SULFIDE, ANHYDROUS",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::100-22-1::1313-82-2::t0;gold_pair.jsonl:pair::100-22-1::1313-82-2::t1;gold_pair.jsonl:pair::100-22-1::1313-82-2::t2,19,19;63;68,water,water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
13983-17-0,WOLLASTONITE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::13983-17-0::7722-64-7::t0;gold_pair.jsonl:pair::13983-17-0::7722-64-7::t1;gold_pair.jsonl:pair::13983-17-0::7722-64-7::t2,19,19;61;62,,combustible_reducing;water,scarce_group:62,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
143-33-9,SODIUM CYANIDE,wave1,pool_topup,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::143-33-9::1762-95-4::t0;gold_pair.jsonl:pair::143-33-9::1762-95-4::t1;gold_pair.jsonl:pair::143-33-9::1762-95-4::t2,19,19;24;68,water,metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
7664-41-7,AMMONIA,reactive_basics,reactive_basics_tier2,section10_empirical,§10 전수조사(197종) 실측 1순위 반응 상대(물 등) 기본물질 보강,docs/decisions.md §1.2a-upd,19,19;68,water,water,,NOT_IN_REPORT,NOT_CHECKED,False,COLLECTED,KEEP_EMPIRICAL
101-21-3,ISOPROPYL-N-(3-CHLOROPHENYL)CARBAMATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-21-3::12136-45-7::t0;gold_pair.jsonl:pair::101-21-3::12136-45-7::t1;gold_pair.jsonl:pair::101-21-3::12136-45-7::t2,20,16;20,,no_data,scarce_group:20,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
506-87-6,AMMONIUM CARBONATE,wave1,pool_replacement,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::10026-11-6::506-87-6::t0;gold_pair.jsonl:pair::10026-11-6::506-87-6::t1;gold_pair.jsonl:pair::10026-11-6::506-87-6::t2,21,21;60,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,REVIEW
1066-33-7,AMMONIUM BICARBONATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10025-91-9::1066-33-7::t0;gold_pair.jsonl:pair::10025-91-9::1066-33-7::t1;gold_pair.jsonl:pair::10025-91-9::1066-33-7::t2,21,21;61,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1317-65-3,LIMESTONE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::1317-65-3::132259-10-0::t0;gold_pair.jsonl:pair::1317-65-3::132259-10-0::t1;gold_pair.jsonl:pair::1317-65-3::132259-10-0::t2,21,21,,combustible_reducing;water,,ERROR,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
144-55-8,SODIUM BICARBONATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::13007-92-6::144-55-8::t0;gold_pair.jsonl:pair::13007-92-6::144-55-8::t1;gold_pair.jsonl:pair::13007-92-6::144-55-8::t2,21,21,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
15630-89-4,SODIUM PERCARBONATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-02-0::15630-89-4::t0;gold_pair.jsonl:pair::101-02-0::15630-89-4::t1;gold_pair.jsonl:pair::101-02-0::15630-89-4::t2,21,21;50;61,oxidizer,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
3486-35-9,ZINC CARBONATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::3486-35-9::7761-88-8::t0;gold_pair.jsonl:pair::3486-35-9::7761-88-8::t1;gold_pair.jsonl:pair::3486-35-9::7761-88-8::t2,21,21,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
471-34-1,CALCIUM CARBONATE,wave1,pool_topup,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::471-34-1::7440-25-7::t0;gold_pair.jsonl:pair::471-34-1::7440-25-7::t1;gold_pair.jsonl:pair::471-34-1::7440-25-7::t2,21,21,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1558-25-4,TRICHLORO(CHLOROMETHYL)SILANE,wave1,pool_replacement,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_retrieval.jsonl:ans::J08::1558-25-4;gold_abstain.jsonl:no_::B02::1558-25-4;gold_abstain.jsonl:no_::B0404::1558-25-4,22,22;31,,combustible_reducing;water,scarce_group:22,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
110-16-7,MALEIC ACID,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::106-31-0::110-16-7::t0;gold_pair.jsonl:pair::106-31-0::110-16-7::t1;gold_pair.jsonl:pair::106-31-0::110-16-7::t2,23,2;23;34,,combustible_reducing;water,scarce_group:23,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
1335-31-5,MERCURIC OXYCYANIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::1335-31-5::16940-66-2::t0;gold_pair.jsonl:pair::1335-31-5::16940-66-2::t1;gold_pair.jsonl:pair::1335-31-5::16940-66-2::t2,24,24,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
101-90-6,DIGLYCIDYL RESORCINOL ETHER,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-90-6::1344-00-9::t0;gold_pair.jsonl:pair::101-90-6::1344-00-9::t1;gold_pair.jsonl:pair::101-90-6::1344-00-9::t2,26,26;28;35,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
105-79-3,ISOBUTYL CAPROATE,wave1,pool_replacement_v2,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::105-79-3::7705-08-0::t0;gold_pair.jsonl:pair::105-79-3::7705-08-0::t1;gold_pair.jsonl:pair::105-79-3::7705-08-0::t2,27,27,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,REVIEW
10031-87-5,2-ETHYLBUTYL ACETATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10025-91-9::10031-87-5::t0;gold_pair.jsonl:pair::10025-91-9::10031-87-5::t1;gold_pair.jsonl:pair::10025-91-9::10031-87-5::t2,27,27,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
102-16-9,BENZYL PHENYLACETATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::102-16-9::13774-25-9::t0;gold_pair.jsonl:pair::102-16-9::13774-25-9::t1;gold_pair.jsonl:pair::102-16-9::13774-25-9::t2,27,27,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
103-09-3,ETHYLHEXYL ACETATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::103-09-3::7440-25-7::t0;gold_pair.jsonl:pair::103-09-3::7440-25-7::t1;gold_pair.jsonl:pair::103-09-3::7440-25-7::t2,27,27,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
103-23-1,BIS(2-ETHYLHEXYL) ADIPATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::103-23-1::1066-33-7::t0;gold_pair.jsonl:pair::103-23-1::1066-33-7::t1;gold_pair.jsonl:pair::103-23-1::1066-33-7::t2,27,27,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1031-07-8,ENDOSULFAN SULFATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::1031-07-8::107-35-7::t0;gold_pair.jsonl:pair::1031-07-8::107-35-7::t1;gold_pair.jsonl:pair::1031-07-8::107-35-7::t2,27,27;31;34,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1031-47-6,TRIAMIPHOS,wave1,pool_topup,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair_abstain.jsonl:pair::1031-47-6::3486-35-9::t0;gold_pair_abstain.jsonl:pair::1031-47-6::3486-35-9::t1;gold_pair_abstain.jsonl:pair::1031-47-6::3486-35-9::t2,27,14;17;27,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
60-29-7,ETHYL ETHER,wave1,curated_curriculum,curriculum,커리큘럼 실사용 근거: 유기화학 / 추출 용매(과산화물 형성주의),01_collection/build_undergrad_target_list.py CURATED_LIST | evaluation_data:gold_pair.jsonl:pair::16940-66-2::60-29-7::t0;gold_pair.jsonl:pair::16940-66-2::60-29-7::t1;gold_pair.jsonl:pair::16940-66-2::60-29-7::t2,28,28,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_MANDATORY
104-46-1,ANETHOLE,wave1,pool_replacement,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::104-46-1::110-16-7::t0;gold_pair.jsonl:pair::104-46-1::110-16-7::t1;gold_pair.jsonl:pair::104-46-1::110-16-7::t2,28,28;34,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,REVIEW
108-60-1,BIS(2-CHLORO-1-METHYLETHYL)ETHER,wave1,pool_replacement,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::108-60-1::7722-84-1::t0;gold_pair.jsonl:pair::108-60-1::7722-84-1::t1;gold_pair.jsonl:pair::108-60-1::7722-84-1::t2,28,28;31,,metal,,MATCH,NOT_CHECKED,True,COLLECTED,REVIEW
109-53-5,VINYL ISOBUTYL ETHER,wave1,pool_replacement,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::103-80-0::109-53-5::t0;gold_pair.jsonl:pair::103-80-0::109-53-5::t1;gold_pair.jsonl:pair::103-80-0::109-53-5::t2,28,28;34;56,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,REVIEW
109-59-1,ETHYLENE GLYCOL ISOPROPYL ETHER,wave1,pool_replacement_v2,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::10118-76-0::109-59-1::t0;gold_pair.jsonl:pair::10118-76-0::109-59-1::t1;gold_pair.jsonl:pair::10118-76-0::109-59-1::t2,28,8;28,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,REVIEW
101-80-4,"4,4&#39;-DIAMINODIPHENYL ETHER",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-80-4::143-33-9::t0;gold_pair.jsonl:pair::101-80-4::143-33-9::t1;gold_pair.jsonl:pair::101-80-4::143-33-9::t2,28,13;28,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
103-50-4,DIBENZYL ETHER,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::103-50-4::13718-59-7::t0;gold_pair.jsonl:pair::103-50-4::13718-59-7::t1;gold_pair.jsonl:pair::103-50-4::13718-59-7::t2,28,28,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
12125-01-8,AMMONIUM FLUORIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10361-37-2::12125-01-8::t0;gold_pair.jsonl:pair::10361-37-2::12125-01-8::t1;gold_pair.jsonl:pair::10361-37-2::12125-01-8::t2,29,29;60,,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1333-83-1,"SODIUM BIFLUORIDE, SOLID",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_retrieval.jsonl:ans::B040808::1333-83-1;gold_retrieval.jsonl:ans::I0202::1333-83-1;gold_retrieval.jsonl:ans::I0204::1333-83-1,29,29;60;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
121-17-5,3-NITRO-4-CHLOROBENZOTRIFLUORIDE,wave1,pool_replacement,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::10026-17-2::121-17-5::t0;gold_pair.jsonl:pair::10026-17-2::121-17-5::t1;gold_pair.jsonl:pair::10026-17-2::121-17-5::t2,30,16;30;46,,no_data,scarce_group:30,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
107-04-0,1-CHLORO-2-BROMOETHANE,wave1,pool_replacement,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::107-04-0::1304-82-1::t0;gold_pair.jsonl:pair::107-04-0::1304-82-1::t1;gold_pair.jsonl:pair::107-04-0::1304-82-1::t2,31,31,,metal,,MATCH,NOT_CHECKED,True,COLLECTED,REVIEW
107-81-3,2-BROMOPENTANE,wave1,pool_replacement_v2,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::10034-82-9::107-81-3::t0;gold_pair.jsonl:pair::10034-82-9::107-81-3::t1;gold_pair.jsonl:pair::10034-82-9::107-81-3::t2,31,31,,,,MATCH,NOT_CHECKED,True,COLLECTED,REVIEW
100-14-1,"BENZENE, 1-(CHLOROMETHYL)-4-NITRO-",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair_abstain.jsonl:pair::100-14-1::10101-63-0::t0;gold_pair_abstain.jsonl:pair::100-14-1::10101-63-0::t1;gold_pair_abstain.jsonl:pair::100-14-1::10101-63-0::t2,31,31;46,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10222-01-2,"2,2-DIBROMO-3-NITRILOPROPIONAMIDE",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10222-01-2::7786-81-4::t0;gold_pair.jsonl:pair::10222-01-2::7786-81-4::t1;gold_pair.jsonl:pair::10222-01-2::7786-81-4::t2,31,12;31;45,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1024-57-3,HEPTACHLOR EPOXIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::1024-57-3::1336-21-6::t0;gold_pair.jsonl:pair::1024-57-3::1336-21-6::t1;gold_pair.jsonl:pair::1024-57-3::1336-21-6::t2,31,26;31;34,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10311-84-9,DIALIFOR,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10311-84-9::119-53-9::t0;gold_pair.jsonl:pair::10311-84-9::119-53-9::t1;gold_pair.jsonl:pair::10311-84-9::119-53-9::t2,31,12;27;31,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
105-48-6,ISOPROPYL CHLOROACETATE,wave1,pool_topup,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-20-2::105-48-6::t0;gold_pair.jsonl:pair::101-20-2::105-48-6::t1;gold_pair.jsonl:pair::101-20-2::105-48-6::t2,31,27;31,,metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
