cas,chemical_name,cameo_groups,wave,category,selection_reason,evidence_source,evidence_strength,decision,review_note
143-33-9,SODIUM CYANIDE,19;24;68,wave1,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal;water), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7664-41-7,AMMONIA,19;68,reactive_basics,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
101-21-3,ISOPROPYL-N-(3-CHLOROPHENYL)CARBAMATE,16;20,wave1,REPRESENTATIVE,CAMEO 그룹 20(Carbamates) 대표물질 — 426종 내 이 그룹 확보물질 2종뿐,"chemical_group_membership (CAMEO 그룹 회소성, 426종 내 재계산)",INDEPENDENT,유지 권고,희소 그룹: 20(Carbamates)
506-87-6,AMMONIUM CARBONATE,21;60,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
1066-33-7,AMMONIUM BICARBONATE,21;61,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
1317-65-3,LIMESTONE,21,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 3종과 역할 중복 가능: SODIUM BICARBONATE(144-55-8); ZINC CARBONATE(3486-35-9); CALCIUM CARBONATE(471-34-1) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
144-55-8,SODIUM BICARBONATE,21,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 3종과 역할 중복 가능: LIMESTONE(1317-65-3); ZINC CARBONATE(3486-35-9); CALCIUM CARBONATE(471-34-1) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
15630-89-4,SODIUM PERCARBONATE,21;50;61,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
3486-35-9,ZINC CARBONATE,21,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 3종과 역할 중복 가능: LIMESTONE(1317-65-3); SODIUM BICARBONATE(144-55-8); CALCIUM CARBONATE(471-34-1)
471-34-1,CALCIUM CARBONATE,21,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 3종과 역할 중복 가능: LIMESTONE(1317-65-3); SODIUM BICARBONATE(144-55-8); ZINC CARBONATE(3486-35-9) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
1558-25-4,TRICHLORO(CHLOROMETHYL)SILANE,22;31,wave1,REPRESENTATIVE,CAMEO 그룹 22(Chlorosilanes) 대표물질 — 426종 내 이 그룹 확보물질 1종뿐,"chemical_group_membership (CAMEO 그룹 회소성, 426종 내 재계산)",INDEPENDENT,유지 권고,"희소 그룹: 22(Chlorosilanes) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
110-16-7,MALEIC ACID,2;23;34,wave1,REPRESENTATIVE,CAMEO 그룹 23(Conjugated Dienes) 대표물질 — 426종 내 이 그룹 확보물질 1종뿐,"chemical_group_membership (CAMEO 그룹 회소성, 426종 내 재계산)",INDEPENDENT,유지 권고,"희소 그룹: 23(Conjugated Dienes) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
1335-31-5,MERCURIC OXYCYANIDE,24,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
101-90-6,DIGLYCIDYL RESORCINOL ETHER,26;28;35,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
105-79-3,ISOBUTYL CAPROATE,27,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 4종과 역할 중복 가능: 2-ETHYLBUTYL ACETATE(10031-87-5); BENZYL PHENYLACETATE(102-16-9); ETHYLHEXYL ACETATE(103-09-3); BIS(2-ETHYLHEXYL) ADIPATE(103-23-1) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
10031-87-5,2-ETHYLBUTYL ACETATE,27,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 4종과 역할 중복 가능: ISOBUTYL CAPROATE(105-79-3); BENZYL PHENYLACETATE(102-16-9); ETHYLHEXYL ACETATE(103-09-3); BIS(2-ETHYLHEXYL) ADIPATE(103-23-1)
102-16-9,BENZYL PHENYLACETATE,27,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 4종과 역할 중복 가능: ISOBUTYL CAPROATE(105-79-3); 2-ETHYLBUTYL ACETATE(10031-87-5); ETHYLHEXYL ACETATE(103-09-3); BIS(2-ETHYLHEXYL) ADIPATE(103-23-1)
103-09-3,ETHYLHEXYL ACETATE,27,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 4종과 역할 중복 가능: ISOBUTYL CAPROATE(105-79-3); 2-ETHYLBUTYL ACETATE(10031-87-5); BENZYL PHENYLACETATE(102-16-9); BIS(2-ETHYLHEXYL) ADIPATE(103-23-1)
103-23-1,BIS(2-ETHYLHEXYL) ADIPATE,27,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 4종과 역할 중복 가능: ISOBUTYL CAPROATE(105-79-3); 2-ETHYLBUTYL ACETATE(10031-87-5); BENZYL PHENYLACETATE(102-16-9); ETHYLHEXYL ACETATE(103-09-3) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
1031-07-8,ENDOSULFAN SULFATE,27;31;34,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
1031-47-6,TRIAMIPHOS,14;17;27,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
60-29-7,ETHYL ETHER,28,wave1,MANDATORY,커리큘럼 실사용 근거: 유기화학 / 추출 용매(과산화물 형성주의),curated_curriculum (build_undergrad_target_list.py CURATED_LIST),INDEPENDENT,반드시 유지,
104-46-1,ANETHOLE,28;34,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
108-60-1,BIS(2-CHLORO-1-METHYLETHYL)ETHER,28;31,wave1,HAZARD-RELEVANT,KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal),msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
109-53-5,VINYL ISOBUTYL ETHER,28;34;56,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
109-59-1,ETHYLENE GLYCOL ISOPROPYL ETHER,8;28,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
101-80-4,"4,4&#39;-DIAMINODIPHENYL ETHER",13;28,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
103-50-4,DIBENZYL ETHER,28,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: ETHYL ETHER(60-29-7)
12125-01-8,AMMONIUM FLUORIDE,29;60,wave1,HAZARD-RELEVANT,KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal),msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
1333-83-1,"SODIUM BIFLUORIDE, SOLID",29;60;68,wave1,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
121-17-5,3-NITRO-4-CHLOROBENZOTRIFLUORIDE,16;30;46,wave1,REPRESENTATIVE,CAMEO 그룹 30(Fluorinated Organic Compounds) 대표물질 — 426종 내 이 그룹 확보물질 1종뿐,"chemical_group_membership (CAMEO 그룹 회소성, 426종 내 재계산)",INDEPENDENT,유지 권고,희소 그룹: 30(Fluorinated Organic Compounds)
107-04-0,1-CHLORO-2-BROMOETHANE,31,wave1,HAZARD-RELEVANT,KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal),msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
107-81-3,2-BROMOPENTANE,31,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: 1-CHLORO-2-BROMOETHANE(107-04-0)
100-14-1,"BENZENE, 1-(CHLOROMETHYL)-4-NITRO-",31;46,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
10222-01-2,"2,2-DIBROMO-3-NITRILOPROPIONAMIDE",12;31;45,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
1024-57-3,HEPTACHLOR EPOXIDE,26;31;34,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
10311-84-9,DIALIFOR,12;27;31,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
